Country,EdLevel,YearsCodePro,Employment,Salary
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,Employed full-time,140000.0
Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,13200.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,28536.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,135000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,Employed full-time,84000.0
Indonesia,Some college/university study without earning a degree,7,Employed full-time,17568.0
Indonesia,Some college/university study without earning a degree,3,Employed full-time,6144.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,Employed full-time,81074.0
United States,Some college/university study without earning a degree,1,Employed full-time,90000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,Employed full-time,80172.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,8244.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,63036.0
United States,Some college/university study without earning a degree,13,Employed full-time,154000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,Employed full-time,63890.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,35000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,Employed full-time,130000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",5,Employed part-time,56120.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,670164.0
United States,Some college/university study without earning a degree,3,Employed full-time,80000.0
Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,32736.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,3600.0
United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,Employed full-time,99530.0
Brazil,Some college/university study without earning a degree,Less than 1 year,Employed part-time,3300.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,155000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,900000.0
Brazil,Some college/university study without earning a degree,2,Employed part-time,4668.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,95000.0
United States,,8,Employed full-time,190000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,82000.0
United States,Some college/university study without earning a degree,15,Employed full-time,143000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Independent contractor, freelancer, or self-employed",52800.0
Hong Kong (S.A.R.),Some college/university study without earning a degree,9,Employed full-time,47856.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,57501.0
Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,35280.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,300000.0
Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,60240.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,Employed full-time,142000.0
Mexico,Some college/university study without earning a degree,30,"Independent contractor, freelancer, or self-employed",77568.0
Brazil,Some college/university study without earning a degree,2,Employed full-time,22907.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,32374.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed part-time,38916.0
Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Employed full-time,64805.0
Iran,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,34200.0
Colombia,Some college/university study without earning a degree,7,Employed full-time,15888.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,Employed full-time,140000.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,Employed full-time,17124.0
Brazil,Some college/university study without earning a degree,1,Employed full-time,6048.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,Employed full-time,130000.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,Employed full-time,69482.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,3348.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,Employed full-time,80000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,Employed full-time,116917.0
China,"Associate degree (A.A., A.S., etc.)",Less than 1 year,"Independent contractor, freelancer, or self-employed",12000.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Independent contractor, freelancer, or self-employed",25860.0
Japan,"Associate degree (A.A., A.S., etc.)",10,Employed full-time,53957.0
United States,Some college/university study without earning a degree,3,Employed full-time,48000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,56723.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,Employed full-time,205000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,Employed full-time,165000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Independent contractor, freelancer, or self-employed",120000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,115000.0
Australia,,11,Employed full-time,53448.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,553620.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,55000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,270000.0
Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,7092.0
Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,20172.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,1000000.0
Pakistan,Some college/university study without earning a degree,3,"Independent contractor, freelancer, or self-employed",15000.0
Viet Nam,I never completed any formal education,12,Employed full-time,17592.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,33535.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,150000.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,5950.0
Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,19884.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,Employed full-time,37776.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,131500.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,56345.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,5256.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,Employed full-time,189000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,95000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,135000.0
United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",2,Employed full-time,50000.0
Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,51636.0
Italy,Some college/university study without earning a degree,37,"Independent contractor, freelancer, or self-employed",38916.0
Kyrgyzstan,"Associate degree (A.A., A.S., etc.)",1,Employed full-time,3432.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,105884.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,Employed full-time,103402.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,"Independent contractor, freelancer, or self-employed",23700.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,Employed full-time,86853.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,155000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,81682.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,46767.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,44580.0
Canada,Some college/university study without earning a degree,2,Employed full-time,47648.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,13962.0
Argentina,Some college/university study without earning a degree,6,Employed full-time,58392.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,85000.0
Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,17028.0
Brazil,"Professional degree (JD, MD, etc.)",14,Employed full-time,27492.0
United States,Some college/university study without earning a degree,42,Employed full-time,150000.0
Jamaica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,24826.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,125000.0
Russian Federation,,14,Employed full-time,49068.0
South Korea,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,39404.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,80000.0
Greece,Some college/university study without earning a degree,15,"Independent contractor, freelancer, or self-employed",51888.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,Employed full-time,165000.0
United States,Some college/university study without earning a degree,18,Employed full-time,250000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,75000.0
Brazil,Some college/university study without earning a degree,Less than 1 year,Employed full-time,5496.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,160000.0
Australia,Some college/university study without earning a degree,12,Employed full-time,48108.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,26076.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,13740.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,Employed full-time,108000.0
China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,518868.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed part-time,40000.0
South Korea,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,Employed full-time,37727.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,350000.0
Brazil,"Associate degree (A.A., A.S., etc.)",1,Employed full-time,3132.0
Cambodia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,10800.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,105000.0
Japan,"Associate degree (A.A., A.S., etc.)",4,Employed full-time,56206.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,40251.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,126000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,78500.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,115000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,Employed full-time,155000.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,1000000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,Employed full-time,70150.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,160000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,72000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,117276.0
United States,Some college/university study without earning a degree,19,Employed full-time,150000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,Employed full-time,250000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,51751.0
Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,36876.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,187000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,60000.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,45252.0
Trinidad and Tobago,"Associate degree (A.A., A.S., etc.)",4,Employed full-time,48000.0
Australia,,6,Employed full-time,100214.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,620000.0
Thailand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,Employed full-time,96096.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,16164.0
Japan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,Employed full-time,18348.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,Employed full-time,350000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,224250.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,"Independent contractor, freelancer, or self-employed",250000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,Employed full-time,105000.0
Nomadic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,36861.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,8628.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,Employed full-time,132000.0
United States,Some college/university study without earning a degree,20,Employed full-time,200000.0
United States,"Associate degree (A.A., A.S., etc.)",6,Employed full-time,65500.0
Canada,"Other doctoral degree (Ph.D., Ed.D., etc.)",15,Employed full-time,75631.0
India,,14,"Independent contractor, freelancer, or self-employed",14076.0
Viet Nam,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,Employed full-time,81936.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,Employed full-time,27240.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,150300.0
Mexico,Some college/university study without earning a degree,7,Employed full-time,8400.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,Employed full-time,130000.0
Viet Nam,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,51744.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,11169.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,119497.0
Indonesia,Some college/university study without earning a degree,12,Employed full-time,37764.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,Employed full-time,46067.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,24573.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,2304.0
Serbia,Some college/university study without earning a degree,Less than 1 year,"Independent contractor, freelancer, or self-employed",7704.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,55211.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,18429.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,135000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,Employed full-time,155000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,132500.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,75000.0
Canada,"Associate degree (A.A., A.S., etc.)",9,Employed full-time,54455.0
Ghana,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,10116.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,142000.0
Indonesia,,6,Employed full-time,2196.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,Employed full-time,556776.0
Kyrgyzstan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,15600.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,Employed full-time,66283.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,133000.0
United States,"Associate degree (A.A., A.S., etc.)",10,"Independent contractor, freelancer, or self-employed",35000.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,12936.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,20105.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,Employed full-time,200000.0
United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",20,Employed full-time,90000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,3348.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Employed full-time,125000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,Employed full-time,150000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed part-time,344736.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Employed full-time,150000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,46767.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,146981.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,800000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,250000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,52942.0
United States,"Associate degree (A.A., A.S., etc.)",2,Employed full-time,110000.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,7464.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,27923.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,936000.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,10468.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,13176.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,55000.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,Employed full-time,29832.0
India,"Professional degree (JD, MD, etc.)",15,Employed full-time,4189.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,16752.0
United States,"Associate degree (A.A., A.S., etc.)",5,Employed full-time,170000.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,5268.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,6096.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,Employed full-time,27024.0
United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Independent contractor, freelancer, or self-employed",106639.0
Mexico,I never completed any formal education,7,Employed full-time,12924.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,4188.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,75000.0
United States,"Professional degree (JD, MD, etc.)",28,"Independent contractor, freelancer, or self-employed",250000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,100000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,147000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,260000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,140000.0
Thailand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,53808.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,105000.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,26976.0
Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,Employed part-time,8244.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,Employed full-time,11388.0
Canada,Some college/university study without earning a degree,7,Employed full-time,66556.0
United States,Some college/university study without earning a degree,3,Employed full-time,49000.0
United States,"Associate degree (A.A., A.S., etc.)",17,Employed full-time,130000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,Employed full-time,150000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,140000.0
Russian Federation,,4,"Independent contractor, freelancer, or self-employed",0.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,Employed full-time,17452.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,120000.0
Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,9228.0
United States,Some college/university study without earning a degree,28,Employed full-time,210000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,76831.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,19392.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Independent contractor, freelancer, or self-employed",60000.0
United States,Some college/university study without earning a degree,38,Employed full-time,230000.0
United States,Some college/university study without earning a degree,3,Employed full-time,73000.0
Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,Employed full-time,38916.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,4524.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,9480.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed part-time,3648.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,16752.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,165000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,384.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,Employed full-time,72000.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,3888.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,Employed full-time,490000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,6143.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,78350.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,3348.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,70000.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,291372.0
Canada,Some college/university study without earning a degree,6,Employed full-time,113447.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,79413.0
Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,26244.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,250000.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,4944.0
Dominican Republic,Some college/university study without earning a degree,3,"Independent contractor, freelancer, or self-employed",10104.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,5654.0
Argentina,Some college/university study without earning a degree,10,"Independent contractor, freelancer, or self-employed",200000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,120000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,120000.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,11644.0
United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14,Employed full-time,67000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,120000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Independent contractor, freelancer, or self-employed",4188.0
India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,Employed full-time,5028.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,12915.0
Sri Lanka,"Professional degree (JD, MD, etc.)",5,Employed full-time,13188.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,143699.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,37488.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Independent contractor, freelancer, or self-employed",95000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,94000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,Employed full-time,264000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,38334.0
Indonesia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,Employed full-time,12996.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,70000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,19236.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,8377.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,20244.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,110000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,27923.0
Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,23199.0
United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",43,"Independent contractor, freelancer, or self-employed",150000.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Independent contractor, freelancer, or self-employed",43200.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Employed full-time,117000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,150000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,50000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,80172.0
Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,Employed full-time,46414.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,144000.0
Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,13188.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,Employed full-time,130000.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,5568.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,Employed full-time,360000.0
United States,Some college/university study without earning a degree,23,Employed full-time,160000.0
Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,Employed full-time,53957.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,9773.0
